MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-35393,CCC1=C(C(=O)[O-])C(=[C]C(=C1)C(=O)[O-])CC.CCc1cc2=C(CC)[C]=C(C=c2c2c1C(=[C]C=C2CC)C(=O)[O-])C(=O)[O-].CCc1cnc(c(n1)CC)CC.[Cu][Cu] MOFid-v1.pcu.cat0,2.1126,4.62465,5.56139,7.1706,7.67293,[Cu][Cu],"['CCC1=C(C(=O)[O-])C(=[C]C(=C1)C(=O)[O-])CC', 'CCc1cc2=C(CC)[C]=C(C=c2c2c1C(=[C]C=C2CC)C(=O)[O-])C(=O)[O-]', 'CCc1cnc(c(n1)CC)CC']",3
hMOF-5070289,CCCOc1cc(cc2c1c([O])c(cc2OCCC)C(=O)[O-])C(=O)[O-].CCCOc1cncc2c1c(O[CH2])ncc2OCCC.[Cu][Cu].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat0;5070289,0.46781,1.83721,3.12628,6.02621,6.73386,[Cu][Cu],"['CCCOc1cc(cc2c1c([O])c(cc2OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOc1cncc2c1c(O[CH2])ncc2OCCC', '[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]']",3
hMOF-32648,[Cu][Cu].[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2].[O-]C(=O)C=CC=CC(=O)[O-].CCCON=CC(=NOCCC)O[CH2] MOFid-v1.pcu.cat0,0.45474,1.43072,2.17801,3.45848,4.61058,[Cu][Cu],"['[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2]', '[O-]C(=O)C=CC=CC(=O)[O-]', 'CCCON=CC(=NOCCC)O[CH2]']",3
hMOF-5062932,CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)CCC)CCC.N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062932,0.846419,2.83597,3.67028,5.2573,6.36486,[Cu][Cu],"['CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(c(c1)CCC)CCC', 'N#CC#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",3
hMOF-30505,CCCc1cnc(c(n1)CCC)CCC.[Cu][Cu].[O-]C(=O)C(=CC(=O)[O-])CCC.[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.pcu.cat0,0.625711,1.57537,2.0762,3.22933,3.53454,[Cu][Cu],"['CCCc1cnc(c(n1)CCC)CCC', '[O-]C(=O)C(=CC(=O)[O-])CCC', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",3
hMOF-35771,Clc1cc(ccc1N=Nc1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-].Clc1ncc(c(c1)N=Nc1c(Cl)cncc1Cl)Cl.[Cu][Cu].[O-]C(=O)c1cc2c3c(Cl)c(Cl)cc(c3cc(c2c(c1Cl)Cl)Cl)C(=O)[O-] MOFid-v1.pcu.cat1,0.442579,1.79681,2.92892,4.82415,6.20788,[Cu][Cu],"['Clc1cc(ccc1N=Nc1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', 'Clc1ncc(c(c1)N=Nc1c(Cl)cncc1Cl)Cl', '[O-]C(=O)c1cc2c3c(Cl)c(Cl)cc(c3cc(c2c(c1Cl)Cl)Cl)C(=O)[O-]']",3
hMOF-36623,Cc1cc(cc(c1N=Nc1ccc(c(c1)C)C(=O)[O-])C)C(=O)[O-].Cc1cnccc1N=Nc1c(C)cnc(c1C)C.[Cu][Cu].[O-]C(=O)c1c(C)c2ccc3c4c2c(c1C)cc(c4c(c(c3)C(=O)[O-])C)C MOFid-v1.pcu.cat1,0.338362,1.59831,3.03694,7.80134,10.0695,[Cu][Cu],"['Cc1cc(cc(c1N=Nc1ccc(c(c1)C)C(=O)[O-])C)C(=O)[O-]', 'Cc1cnccc1N=Nc1c(C)cnc(c1C)C', '[O-]C(=O)c1c(C)c2ccc3c4c2c(c1C)cc(c4c(c(c3)C(=O)[O-])C)C']",3
hMOF-5072482,Clc1cc2c(ccc(c2c(c1Cl)Cl)C(=O)[O-])C(=O)[O-].N#CC12C3C4C1C1(C2(C3C41C#N)Cl)Cl.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl MOFid-v1.pcu.cat1;5072482,0.3934,1.35225,2.38666,4.03043,4.98773,[Cu][Cu],"['Clc1cc2c(ccc(c2c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', 'N#CC12C3C4C1C1(C2(C3C41C#N)Cl)Cl', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl']",3
hMOF-31666,Clc1cc(N=Nc2c(Cl)c(Cl)nc(c2Cl)Cl)c(c(n1)Cl)Cl.Clc1cc(ccc1N=Nc1ccc(c(c1)Cl)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)[C]=[C]C(=[C]C(=O)[O-])Cl MOFid-v1.pcu.cat1,0.454837,1.37458,2.22744,3.85436,4.87208,[Cu][Cu],"['Clc1cc(N=Nc2c(Cl)c(Cl)nc(c2Cl)Cl)c(c(n1)Cl)Cl', 'Clc1cc(ccc1N=Nc1ccc(c(c1)Cl)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)[C]=[C]C(=[C]C(=O)[O-])Cl']",3
hMOF-28337,N#Cc1cc(Br)c(c(c1Br)Br)C#N.[Cu][Cu].[O-]C(=O)C1=CC=C([C]=[C]1)C1=[C][C]=C(C=[C]1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=[C]1)C1=[C]C=C([C]=[C]1)C(=O)[O-] MOFid-v1.pcu.cat1,0.38762,1.44647,2.10787,3.50437,4.37631,[Cu][Cu],"['N#Cc1cc(Br)c(c(c1Br)Br)C#N', '[O-]C(=O)C1=CC=C([C]=[C]1)C1=[C][C]=C(C=[C]1)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=[C]1)C1=[C]C=C([C]=[C]1)C(=O)[O-]']",3
hMOF-5082296,OC1=N[CH]c2c([CH]1)cc(c1c2cc(O)c2c1[C]N=C([CH]2)O)O.OO[C]1N(C2=C[C]=C(C=[C]2)C(=O)[O-])C(=O)C2=C[C]=c3c4C2=C1C(=[C]c4c1[C]=CC2=C4c1c3=[C]C(=C4[C](N(C2=O)C1=CC(=C(C=[C]1)C(=O)[O-])O)OO)O)O.[Cu][Cu].[O-]C(=O)C1=C(O)C=c2c(=[C]1)c1[C]=Cc3c(-c1cc2)cc(c(c3O)O)C(=O)[O-] MOFid-v1.pcu.cat1;5082296,0.519088,1.75231,2.72455,5.60388,8.55465,[Cu][Cu],"['OC1=N[CH]c2c([CH]1)cc(c1c2cc(O)c2c1[C]N=C([CH]2)O)O', 'OO[C]1N(C2=C[C]=C(C=[C]2)C(=O)[O-])C(=O)C2=C[C]=c3c4C2=C1C(=[C]c4c1[C]=CC2=C4c1c3=[C]C(=C4[C](N(C2=O)C1=CC(=C(C=[C]1)C(=O)[O-])O)OO)O)O', '[O-]C(=O)C1=C(O)C=c2c(=[C]1)c1[C]=Cc3c(-c1cc2)cc(c(c3O)O)C(=O)[O-]']",3
hMOF-5066594,ClC1C(Cl)C2(CCC1(CC2)C(=O)[O-])C(=O)[O-].Clc1c(C#Cc2ccc(c(c2)Cl)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl.Clc1c(Cl)nccc1C#Cc1ccncc1.[Cu][Cu] MOFid-v1.pcu.cat1;5066594,0.372872,1.44841,2.2183,4.31193,5.89538,[Cu][Cu],"['ClC1C(Cl)C2(CCC1(CC2)C(=O)[O-])C(=O)[O-]', 'Clc1c(C#Cc2ccc(c(c2)Cl)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl', 'Clc1c(Cl)nccc1C#Cc1ccncc1']",3
hMOF-36363,OC1=N[CH]c2c3c1c(O)c(O)c1c3c(cc2)C(=[N]=C1O)O.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1O)cc(c4c(c(c3)C(=O)[O-])O)O MOFid-v1.pcu.cat1,1.02497,1.81343,2.05198,2.24059,2.31483,[Cu][Cu],"['OC1=N[CH]c2c3c1c(O)c(O)c1c3c(cc2)C(=[N]=C1O)O', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1O)cc(c4c(c(c3)C(=O)[O-])O)O']",3
hMOF-32426,Fc1cc(ccc1N=Nc1ccc(cc1F)C(=O)[O-])C(=O)[O-].Fc1ncc(c(c1)N=Nc1c(F)cnc(c1F)F)F.[Cu][Cu].[O-]C(=O)C=CC(=C(C(=O)[O-])F)F MOFid-v1.pcu.cat1,0.208736,1.24632,2.11516,6.23812,8.35895,[Cu][Cu],"['Fc1cc(ccc1N=Nc1ccc(cc1F)C(=O)[O-])C(=O)[O-]', 'Fc1ncc(c(c1)N=Nc1c(F)cnc(c1F)F)F', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F']",3
hMOF-5066611,CC1C(C)C2(CCC1(C(=O)[O-])C(C2C)C)C(=O)[O-].Cc1ncc(c(c1)C#Cc1cc(C)nc(c1C)C)C.[Cu][Cu].[O-]C(=O)c1ccc(cc1C)C#Cc1ccc(c(c1)C)C(=O)[O-] MOFid-v1.pcu.cat1;5066611,0.330257,1.49436,2.16436,4.49894,6.53322,[Cu][Cu],"['CC1C(C)C2(CCC1(C(=O)[O-])C(C2C)C)C(=O)[O-]', 'Cc1ncc(c(c1)C#Cc1cc(C)nc(c1C)C)C', '[O-]C(=O)c1ccc(cc1C)C#Cc1ccc(c(c1)C)C(=O)[O-]']",3
hMOF-5072699,CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1cc2cc(C(=O)[O-])c(c3c2c2c1cc(C(=O)[O-])c(c2cc3)CC)CC.CCc1ncc2c3c1ccc1c3c(cc2)c(nc1CC)CC.[Cu][Cu] MOFid-v1.pcu.cat1;5072699,0.568406,1.77846,2.49874,3.54318,4.19957,[Cu][Cu],"['CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCc1cc2cc(C(=O)[O-])c(c3c2c2c1cc(C(=O)[O-])c(c2cc3)CC)CC', 'CCc1ncc2c3c1ccc1c3c(cc2)c(nc1CC)CC']",3
hMOF-27814,CCCC1=C(C=[C]C(=C1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].CCCC1=C([C]=[C]C(=C1)C(=O)[O-])C(=O)[O-].CCCc1nccc(c1)c1ccnc(c1CCC)CCC.[Cu][Cu] MOFid-v1.pcu.cat0,0.23149,1.12531,2.0108,5.77819,11.6652,[Cu][Cu],"['CCCC1=C(C=[C]C(=C1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', 'CCCC1=C([C]=[C]C(=C1)C(=O)[O-])C(=O)[O-]', 'CCCc1nccc(c1)c1ccnc(c1CCC)CCC']",3
hMOF-5077171,CCCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-].CCCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.CCCOc1ccc2c(c1)nc1c(n2)cc(c(c1)[O])OCCC.[Cu][Cu] MOFid-v1.pcu.cat0;5077171,0.736691,1.8551,2.44947,4.73303,7.04652,[Cu][Cu],"['CCCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-]', 'CCCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', 'CCCOc1ccc2c(c1)nc1c(n2)cc(c(c1)[O])OCCC']",3
hMOF-5080330,CCCC(=C(C#N)CCC)C#N.CCCC1=CC2=C3[C]4C1=[C]N([C]C4=CC=C3[C]N(C2=O)c1ccc(cc1CCC)C(=O)[O-])c1c(CCC)cc(c(c1CCC)CCC)C(=O)[O-].CCCc1cc(ccc1N1[C]c2ccc3c4c2c(C1=O)ccc4C(=O)N([C]3)c1ccc(c(c1CCC)CCC)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat1;5080330,0.365007,1.21228,2.25431,6.88127,12.2733,[Cu][Cu],"['CCCC(=C(C#N)CCC)C#N', 'CCCC1=CC2=C3[C]4C1=[C]N([C]C4=CC=C3[C]N(C2=O)c1ccc(cc1CCC)C(=O)[O-])c1c(CCC)cc(c(c1CCC)CCC)C(=O)[O-]', 'CCCc1cc(ccc1N1[C]c2ccc3c4c2c(C1=O)ccc4C(=O)N([C]3)c1ccc(c(c1CCC)CCC)C(=O)[O-])C(=O)[O-]']",3
hMOF-29716,Clc1nccc(c1)N=Nc1ccncc1.[Cu][Cu].[O-]C(=O)C1=C(Cl)C(=C(C(=[C]1)Cl)c1c(Cl)cc(c(c1Cl)Cl)c1ccc(cc1Cl)C(=O)[O-])Cl.[O-]C(=O)C1=[C]C=C(C(=C1)Cl)c1ccc(c(c1)Cl)c1c(Cl)cc(cc1Cl)C(=O)[O-] MOFid-v1.pcu.cat2,0.237571,1.14961,2.08382,4.03114,5.39199,[Cu][Cu],"['Clc1nccc(c1)N=Nc1ccncc1', '[O-]C(=O)C1=C(Cl)C(=C(C(=[C]1)Cl)c1c(Cl)cc(c(c1Cl)Cl)c1ccc(cc1Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=[C]C=C(C(=C1)Cl)c1ccc(c(c1)Cl)c1c(Cl)cc(cc1Cl)C(=O)[O-]']",3
hMOF-5069459,FC1=C([C]=C(C(=C1)c1c(F)cc(c(c1F)F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-].Fc1nccc(c1)C1=C(F)C(=C(C(=[C]1)F)c1cc(F)nc(c1F)F)F.[Cu][Cu].[O-]C(=O)C12C3C4(C2C2(C1C3(C42C(=O)[O-])F)F)F MOFid-v1.pcu.cat1;5069459,0.201736,1.1707,2.01447,5.55399,8.29266,[Cu][Cu],"['FC1=C([C]=C(C(=C1)c1c(F)cc(c(c1F)F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-]', 'Fc1nccc(c1)C1=C(F)C(=C(C(=[C]1)F)c1cc(F)nc(c1F)F)F', '[O-]C(=O)C12C3C4(C2C2(C1C3(C42C(=O)[O-])F)F)F']",3
hMOF-5063629,FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-].Fc1c(ccc(c1F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-].Fc1nccc(c1)c1c(F)cnc(c1F)F.[Cu][Cu] MOFid-v1.pcu.cat2;5063629,0.800844,1.71569,2.31361,3.06535,3.36388,[Cu][Cu],"['FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-]', 'Fc1c(ccc(c1F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-]', 'Fc1nccc(c1)c1c(F)cnc(c1F)F']",3
hMOF-5067495,CC1CN2CC(N1C(C2)(C)C)C.[Cu][Cu].[O-]C(=O)C12CC(C)C(CC1C)(C(C2C)(C)C)C(=O)[O-].[O-]C(=O)C12[CH]C(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-] MOFid-v1.pcu.cat0;5067495,1.20688,2.41999,3.03664,3.42186,3.65819,[Cu][Cu],"['CC1CN2CC(N1C(C2)(C)C)C', '[O-]C(=O)C12CC(C)C(CC1C)(C(C2C)(C)C)C(=O)[O-]', '[O-]C(=O)C12[CH]C(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-]']",3
hMOF-5065378,ClC(=CC#CC(=O)[O-])C#CC(=O)[O-].Clc1ncc2c3c1ccc1c3c(C([CH]2)(Cl)Cl)c(nc1)Cl.[Cu][Cu].[O-]C(=O)c1cc2=C[C]=c3c4c2c(c1)ccc4cc(c3)C(=O)[O-] MOFid-v1.pcu.cat1;5065378,0.275392,1.28798,2.37474,5.93583,7.62546,[Cu][Cu],"['ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'Clc1ncc2c3c1ccc1c3c(C([CH]2)(Cl)Cl)c(nc1)Cl', '[O-]C(=O)c1cc2=C[C]=c3c4c2c(c1)ccc4cc(c3)C(=O)[O-]']",3
hMOF-36843,Clc1ncc2c3c1ccc1c3c(cc2)c(nc1Cl)Cl.[Cu][Cu].[O-]C(=O)c1c(Cl)c2cc(Cl)c3c4c2c(c1Cl)cc(c4c(c(c3)C(=O)[O-])Cl)Cl.[O-]C(=O)c1cc2ccc3c4c2c(c1Cl)C=[C]c4cc(c3Cl)C(=O)[O-] MOFid-v1.pcu.cat1,1.90297,3.53484,3.93538,4.97552,5.67786,[Cu][Cu],"['Clc1ncc2c3c1ccc1c3c(cc2)c(nc1Cl)Cl', '[O-]C(=O)c1c(Cl)c2cc(Cl)c3c4c2c(c1Cl)cc(c4c(c(c3)C(=O)[O-])Cl)Cl', '[O-]C(=O)c1cc2ccc3c4c2c(c1Cl)C=[C]c4cc(c3Cl)C(=O)[O-]']",3
hMOF-37618,FC1=C(F)c2c(C(=[C]1)F)c(C(=O)[O-])c1=C(F)[C]=CC=c1c2C(=O)[O-].Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1)F.Fc1ncc2c(c1)c(F)cc1c2cc(F)c2c1cncc2.[Cu][Cu] MOFid-v1.pcu.cat0,0.296202,1.33994,2.52591,4.95389,6.71979,[Cu][Cu],"['FC1=C(F)c2c(C(=[C]1)F)c(C(=O)[O-])c1=C(F)[C]=CC=c1c2C(=O)[O-]', 'Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1)F', 'Fc1ncc2c(c1)c(F)cc1c2cc(F)c2c1cncc2']",3
hMOF-34894,COc1cc2c(cc1OC)c(cc(c2C(=O)[O-])[O])C(=O)O.[CH2].[CH2]Oc1ccc(c2c1c(ccc2C(=O)[O-])C(=O)[O-])O[CH2].[Cu][Cu] MOFid-v1.sql.cat0,1.03926,2.12564,2.58431,3.24767,3.35069,[Cu][Cu],"['COc1cc2c(cc1OC)c(cc(c2C(=O)[O-])[O])C(=O)O', '[CH2]', '[CH2]Oc1ccc(c2c1c(ccc2C(=O)[O-])C(=O)[O-])O[CH2]']",3
hMOF-34923,OC(=O)C(=C[CH]C(=[CH])C(=O)O)[CH2].[CH2]OC1=[N]=C(C(=N[CH]1)O[CH2])O[CH2].CO[C]c1c([CH][CH2])c(C(=O)[O-])c2c(c1C(=O)O)c(OC)c(cc2)O[CH2].[Cu][Cu] MOFid-v1.pcu.cat0,0.754261,2.72616,3.68114,5.11546,6.04162,[Cu][Cu],"['OC(=O)C(=C[CH]C(=[CH])C(=O)O)[CH2]', '[CH2]OC1=[N]=C(C(=N[CH]1)O[CH2])O[CH2]', 'CO[C]c1c([CH][CH2])c(C(=O)[O-])c2c(c1C(=O)O)c(OC)c(cc2)O[CH2]']",3
hMOF-32347,Clc1cnccc1C#Cc1ccnc(c1Cl)Cl.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl MOFid-v1.pcu.cat1,0.660761,1.59292,2.13431,3.07002,3.49567,[Cu][Cu],"['Clc1cnccc1C#Cc1ccnc(c1Cl)Cl', '[O-]C(=O)C(=CC(=C(C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl']",3
hMOF-5063000,N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1c(C)c(C)c2c(c1C)c1cc(C)c(c(c1c(c2)C)C(=O)[O-])C MOFid-v1.pcu.cat1;5063000,0.271567,1.3213,2.25053,5.99951,9.32999,[Cu][Cu],"['N#CC#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1c(C)c(C)c2c(c1C)c1cc(C)c(c(c1c(c2)C)C(=O)[O-])C']",3
hMOF-5061083,Cc1c(cc(c(c1C)c1cc(C)c(c(c1C)C)C(=O)[O-])C)c1ccc(c(c1C)C)C(=O)[O-].Cc1ncc(c(c1)c1cc(C)c(c(c1)C)c1ccncc1)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5061083,0.496024,1.79097,2.82464,5.12544,7.07763,[Cu][Cu],"['Cc1c(cc(c(c1C)c1cc(C)c(c(c1C)C)C(=O)[O-])C)c1ccc(c(c1C)C)C(=O)[O-]', 'Cc1ncc(c(c1)c1cc(C)c(c(c1)C)c1ccncc1)C', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",3
hMOF-33536,CCOC1c2c(C(=O)[O-])c(OCC)cc(c2C1(O)OCC)C(=O)[O-].CCOc1c(cc2c(c1OCC)cc(cc2)C(=O)[O-])C(=O)[O-].[CH2]COC1(O[CH2])Cc2c1nccn2.[Cu][Cu] MOFid-v1.pcu.cat0,0.825041,2.3481,3.34398,4.34883,4.96414,[Cu][Cu],"['CCOC1c2c(C(=O)[O-])c(OCC)cc(c2C1(O)OCC)C(=O)[O-]', 'CCOc1c(cc2c(c1OCC)cc(cc2)C(=O)[O-])C(=O)[O-]', '[CH2]COC1(O[CH2])Cc2c1nccn2']",3
hMOF-5060707,Nc1ncc2c3c1ccc1c3c(cc2)cnc1.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1c(N)c2ccc3c4c2c(c1N)cc(c4c(c(c3)C(=O)[O-])N)N MOFid-v1.pcu.cat1;5060707,0.742481,1.71588,2.30667,3.35877,3.97711,[Cu][Cu],"['Nc1ncc2c3c1ccc1c3c(cc2)cnc1', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1c(N)c2ccc3c4c2c(c1N)cc(c4c(c(c3)C(=O)[O-])N)N']",3
hMOF-35173,ClC1=[C]C(=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])C=C[C]=[C]1)Cl.Clc1cc(N=Nc2c(Cl)c(Cl)nc(c2Cl)Cl)cc(n1)Cl.[Cu][Cu].[O-]C(=O)C1=CC=C(C=[C]1)N=NC1=C(Cl)C=C([C]=C1)C(=O)[O-] MOFid-v1.pcu.cat1,1.48757,2.90487,3.31468,4.14693,4.67947,[Cu][Cu],"['ClC1=[C]C(=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])C=C[C]=[C]1)Cl', 'Clc1cc(N=Nc2c(Cl)c(Cl)nc(c2Cl)Cl)cc(n1)Cl', '[O-]C(=O)C1=CC=C(C=[C]1)N=NC1=C(Cl)C=C([C]=C1)C(=O)[O-]']",3
hMOF-5060595,CCOc1cc2c(cc1O[CH2])c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.CCOc1ccc2c(c1)nc1c(n2)cc(c(c1)OCC)OCC.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5060595,0.81493,2.14194,2.63246,3.46005,4.34059,[Cu][Cu],"['CCOc1cc2c(cc1O[CH2])c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', 'CCOc1ccc2c(c1)nc1c(n2)cc(c(c1)OCC)OCC', '[O-]C(=O)C#CC#CC(=O)[O-]']",3
hMOF-30350,Cc1cnc2c(n1)[CH][CH]2.[Cu][Cu].[O-]C(=O)c1c(C)cc(c2c1C(C)C2(C)C)C(=O)[O-].[O-]C(=O)c1cc(c(cc1c1c(C)cc(c(c1C)C)C)C(=O)[O-])c1ccccc1C MOFid-v1.pcu.cat0,1.10988,2.09916,2.61941,3.07633,3.282,[Cu][Cu],"['Cc1cnc2c(n1)[CH][CH]2', '[O-]C(=O)c1c(C)cc(c2c1C(C)C2(C)C)C(=O)[O-]', '[O-]C(=O)c1cc(c(cc1c1c(C)cc(c(c1C)C)C)C(=O)[O-])c1ccccc1C']",3
hMOF-34494,CCCOc1c(C#N)c(OCCC)c(c(c1OCCC)C#N)[O].CCCOc1cc2c(ccc(c2cc1OCCC)C(=O)[O-])C(=O)[O-].CCCOc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat0,0.317743,1.19713,2.11825,4.11839,5.52387,[Cu][Cu],"['CCCOc1c(C#N)c(OCCC)c(c(c1OCCC)C#N)[O]', 'CCCOc1cc2c(ccc(c2cc1OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-]']",3
hMOF-5065276,CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1cccc2c1c(C(=O)[O-])c1[C]=CC=Cc1c2C(=O)[O-].CCc1ccc2c(c1)nc1c(n2)c(CC)cc(c1)CC.[Cu][Cu] MOFid-v1.pcu.cat0;5065276,1.23389,2.80958,3.869,5.75653,7.39997,[Cu][Cu],"['CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCc1cccc2c1c(C(=O)[O-])c1[C]=CC=Cc1c2C(=O)[O-]', 'CCc1ccc2c(c1)nc1c(n2)c(CC)cc(c1)CC']",3
hMOF-5067022,[Cu][Cu].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nc1c(n2)cccc1 MOFid-v1.pcu.cat0;5067022,0.794076,2.09908,2.58315,3.57603,4.59887,[Cu][Cu],"['[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]', '[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]', 'c1ccc2c(c1)nc1c(n2)cccc1']",3
hMOF-5061043,Fc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F.Fc1cc(ccc1c1cc(F)c(c(c1)F)c1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-].N#CC#CC#N.[Cu][Cu] MOFid-v1.pcu.cat2;5061043,0.33273,1.39839,2.2177,4.94242,7.03004,[Cu][Cu],"['Fc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F', 'Fc1cc(ccc1c1cc(F)c(c(c1)F)c1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-]', 'N#CC#CC#N']",3
hMOF-34235,Nc1cc2c(C(=O)[O-])c(N)cc(c2cc1N)C(=O)[O-].Nc1cc2c(ccc(c2c(c1N)N)C(=O)[O-])C(=O)[O-].Nc1cnccn1.[Cu][Cu] MOFid-v1.pcu.cat0,0.296731,1.69802,3.0144,6.00585,7.25101,[Cu][Cu],"['Nc1cc2c(C(=O)[O-])c(N)cc(c2cc1N)C(=O)[O-]', 'Nc1cc2c(ccc(c2c(c1N)N)C(=O)[O-])C(=O)[O-]', 'Nc1cnccn1']",3
