MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-5020538,Fc1cc(C(=O)[O-])c(c(c1C=Cc1c(F)cc(c(c1F)F)C(=O)[O-])F)F.[O-]C(=O)c1ccc(cc1F)C=C(c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N=Nc1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5020538,0.527231,1.64644,2.63282,5.44372,9.83974,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(C(=O)[O-])c(c(c1C=Cc1c(F)cc(c(c1F)F)C(=O)[O-])F)F', '[O-]C(=O)c1ccc(cc1F)C=C(c1ccc(c(c1F)F)C(=O)[O-])F', '[O-]C(=O)c1ccc(cc1F)N=Nc1ccc(c(c1F)F)C(=O)[O-]']",3
hMOF-5888,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C=CC(=[C]C(=O)[O-])Cl.[O-]C(=O)[C]=CC=[C]C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.341325,1.33581,2.12844,4.51292,5.93317,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C=CC(=[C]C(=O)[O-])Cl', '[O-]C(=O)[C]=CC=[C]C(=O)[O-]']",3
hMOF-5011103,[O-]C(=O)C#CC12CC(F)C(C(C1)(F)F)(CC2(F)F)C#CC(=O)[O-].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,1.22549,3.14717,4.02496,6.77217,8.20354,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12CC(F)C(C(C1)(F)F)(CC2(F)F)C#CC(=O)[O-]', '[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]']",3
hMOF-12184,[O-]C(=O)C=CC(=CC(=O)[O-])Br.[O-]C(=O)C=CC=C(C(=O)[O-])Br.[O-]C(=O)C=CC=[C]C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.314682,1.11165,2.02727,4.11781,5.27073,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C=CC(=CC(=O)[O-])Br', '[O-]C(=O)C=CC=C(C(=O)[O-])Br', '[O-]C(=O)C=CC=[C]C(=O)[O-]']",3
hMOF-5004985,FOC(=O)c1ccc(c2c1[C]=C(F)C=C2F)C(=O)[O-].Fc1ccc2c(c1)c(cc(c2C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.33391,1.2815,2.30991,4.76627,6.27694,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)c1ccc(c2c1[C]=C(F)C=C2F)C(=O)[O-]', 'Fc1ccc2c(c1)c(cc(c2C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",3
hMOF-5017746,N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N.N#CC(=CC=C(C(=O)[O-])C#N)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5017746,0.359741,1.22248,2.25681,3.94242,5.63896,[Zn][O]([Zn])([Zn])[Zn],"['N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N', 'N#CC(=CC=C(C(=O)[O-])C#N)C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",3
hMOF-5016603,[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)c1c(F)c(F)c(c2c1C(C2(F)F)(F)F)C(=O)[O-].[O-]C(=O)c1ccc(c2c1C(F)C2(F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5016603,1.76277,3.55409,4.2526,5.94982,7.1994,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F', '[O-]C(=O)c1c(F)c(F)c(c2c1C(C2(F)F)(F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C(F)C2(F)F)C(=O)[O-]']",3
hMOF-5009839,Fc1c(N=Nc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F.[O-]C(=O)C12CC(F)(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.314578,0.974525,2.03077,5.52314,10.6109,[Zn][O]([Zn])([Zn])[Zn],"['Fc1c(N=Nc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F', '[O-]C(=O)C12CC(F)(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)F)C(=O)[O-]']",3
hMOF-5012244,ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C#CC12C(Cl)CC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.465982,1.16896,2.23848,3.98737,5.79002,[Zn][O]([Zn])([Zn])[Zn],"['ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C#CC12C(Cl)CC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl']",3
hMOF-5022360,FC(=Cc1ccc(c(c1)F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F.[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5022360,0.305895,1.13266,2.12503,3.78148,5.09819,[Zn][O]([Zn])([Zn])[Zn],"['FC(=Cc1ccc(c(c1)F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F', '[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F']",3
hMOF-5011756,[O-]C(=O)C#CC12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1F)C#Cc1cc(F)c(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)C#Cc1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.406966,1.52707,2.28561,5.24336,9.88139,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1F)C#Cc1cc(F)c(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1F)C#Cc1ccc(c(c1F)F)C(=O)[O-]']",3
hMOF-5013910,[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F.[O-]C(=O)c1cc(F)c(c2c1C(F)C2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5013910,0.515395,1.15914,2.45394,4.77359,10.1336,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F', '[O-]C(=O)c1cc(F)c(c2c1C(F)C2F)C(=O)[O-]']",3
hMOF-5005018,Cc1cc(C)c2c(c1)c(cc(c2C(=O)[O-])C)C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1cc(C)c(c2c1cc(C)c(c2C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.263643,1.18461,2.00815,4.00598,5.55549,[Zn][O]([Zn])([Zn])[Zn],"['Cc1cc(C)c2c(c1)c(cc(c2C(=O)[O-])C)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(C)c(c2c1cc(C)c(c2C)C)C(=O)[O-]']",3
hMOF-5002057,[O-]C(=O)c1c(C)c(C)c2c(c1C)cc(c(c2C)C(=O)[O-])C.[O-]C(=O)c1cc(C)c2c(c1)c(C)c(c(c2C)C(=O)[O-])C.[O-]C(=O)c1cc(C)c2c(c1)cc(c(c2)C(=O)[O-])C.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.36767,1.47225,2.20026,4.70147,6.49659,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1c(C)c(C)c2c(c1C)cc(c(c2C)C(=O)[O-])C', '[O-]C(=O)c1cc(C)c2c(c1)c(C)c(c(c2C)C(=O)[O-])C', '[O-]C(=O)c1cc(C)c2c(c1)cc(c(c2)C(=O)[O-])C']",3
hMOF-5012585,ClOC(=O)c1c2[C]=CC=C(c2c(c2c1cc(Cl)cc2)C(=O)[O-])Cl.Clc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])[CH]C(C(=C1)Cl)(Cl)Cl.[O-]C(=O)C#CC12CCC(C(C1)(Cl)Cl)([CH]C2Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5012585,0.727648,1.74762,2.24582,3.12422,3.58272,[Zn][O]([Zn])([Zn])[Zn],"['ClOC(=O)c1c2[C]=CC=C(c2c(c2c1cc(Cl)cc2)C(=O)[O-])Cl', 'Clc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])[CH]C(C(=C1)Cl)(Cl)Cl', '[O-]C(=O)C#CC12CCC(C(C1)(Cl)Cl)([CH]C2Cl)C#CC(=O)[O-]']",3
hMOF-11418,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[O-]C(=O)c1cc(C)c(c(c1)C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.658212,1.58739,2.15618,3.045,4.03532,[Zn][O]([Zn])([Zn])[Zn],"['Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', '[O-]C(=O)c1cc(C)c(c(c1)C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]']",3
hMOF-5030458,Fc1cc(C(=O)[O-])c(cc1c1ccc(cc1F)c1cc(F)c(c(c1)F)C(=O)[O-])F.Fc1cc(C(=O)[O-])c(cc1c1ccc(cc1F)c1cc(F)c(c(c1F)F)C(=O)[O-])F.Fc1cc(c2ccc(c(c2)F)C(=O)[O-])c(c(c1c1ccc(c(c1)F)C(=O)[O-])F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5030458,0.452206,1.49127,2.41085,5.6842,8.37585,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(C(=O)[O-])c(cc1c1ccc(cc1F)c1cc(F)c(c(c1)F)C(=O)[O-])F', 'Fc1cc(C(=O)[O-])c(cc1c1ccc(cc1F)c1cc(F)c(c(c1F)F)C(=O)[O-])F', 'Fc1cc(c2ccc(c(c2)F)C(=O)[O-])c(c(c1c1ccc(c(c1)F)C(=O)[O-])F)F']",3
hMOF-5009381,Fc1c(cc(c(c1F)c1c(F)cc(c(c1F)F)C(=O)[O-])F)c1cc(F)c(c(c1)F)C(=O)[O-].[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)F)(C(C2F)(F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,1.27594,2.36434,2.84026,4.51802,6.31316,[Zn][O]([Zn])([Zn])[Zn],"['Fc1c(cc(c(c1F)c1c(F)cc(c(c1F)F)C(=O)[O-])F)c1cc(F)c(c(c1)F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)F)(C(C2F)(F)F)C(=O)[O-]']",3
hMOF-5010075,[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.403832,1.26429,2.20068,3.32827,3.93704,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])C', '[O-]C(=O)C=CC=CC(=O)[O-]']",3
hMOF-11224,FOC(=O)c1cc(F)c(c2c1[C]=CC=C2)C(=O)[O-].[O-]C(=O)c1c(F)c(F)c2c(c1F)cc(c(c2F)C(=O)[O-])F.[O-]C(=O)c1cc(F)c2c(c1)ccc(c2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.945803,2.66853,3.50384,5.62354,6.69487,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)c1cc(F)c(c2c1[C]=CC=C2)C(=O)[O-]', '[O-]C(=O)c1c(F)c(F)c2c(c1F)cc(c(c2F)C(=O)[O-])F', '[O-]C(=O)c1cc(F)c2c(c1)ccc(c2)C(=O)[O-]']",3
hMOF-15474,[O-]C(=O)c1c(F)cc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)c1ccc(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)c(F)c(cc3F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.791405,2.33567,3.13227,4.45535,5.1818,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1c(F)cc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c(cc1F)c1ccc(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)c(F)c(cc3F)C(=O)[O-]']",3
hMOF-10570,FOC(=O)c1ccc(c2=CC=C[C]=c12)C(=O)[O-].FOC(=O)c1ccc(c2c1[C]=CC=C2)C(=O)[O-].[O-]C(=O)C#Cc1cc(F)c(c(c1F)F)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.369139,1.43832,2.34644,4.07648,5.21229,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)c1ccc(c2=CC=C[C]=c12)C(=O)[O-]', 'FOC(=O)c1ccc(c2c1[C]=CC=C2)C(=O)[O-]', '[O-]C(=O)C#Cc1cc(F)c(c(c1F)F)C#CC(=O)[O-]']",3
hMOF-16109,BrC(=C(C(=O)[O-])Br)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(Br)c(Br)c3c(c1c(c2)Br)cc(cc3Br)C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0,1.34793,2.06076,2.41654,2.84863,2.91904,[Zn][O]([Zn])([Zn])[Zn],"['BrC(=C(C(=O)[O-])Br)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(Br)c(Br)c3c(c1c(c2)Br)cc(cc3Br)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-15544,Fc1cc(c2ccc(c(c2)F)C(=O)[O-])c(c(c1c1cc(F)c(c(c1)F)C(=O)[O-])F)F.Fc1cc(ccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=CC=c2c(=[C]1)c1[C]=Cc3c(-c1cc2F)c(F)c(c(c3F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3,0.484846,2.28608,3.64688,5.58281,6.72417,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(c2ccc(c(c2)F)C(=O)[O-])c(c(c1c1cc(F)c(c(c1)F)C(=O)[O-])F)F', 'Fc1cc(ccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=CC=c2c(=[C]1)c1[C]=Cc3c(-c1cc2F)c(F)c(c(c3F)F)C(=O)[O-]']",3
hMOF-5015961,N=NC12C3C4(C1C1(C2(C3(C41)N=N)C(=O)[O-])N=N)C(=O)[O-].N=NC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])N=N.[NH]N=C(C(=N[NH])C#CC(=O)[O-])C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5015961,0.560451,1.62156,2.06032,3.20558,4.27253,[Zn][O]([Zn])([Zn])[Zn],"['N=NC12C3C4(C1C1(C2(C3(C41)N=N)C(=O)[O-])N=N)C(=O)[O-]', 'N=NC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])N=N', '[NH]N=C(C(=N[NH])C#CC(=O)[O-])C#CC(=O)[O-]']",3
hMOF-5100,FOC(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-].[O-]C(=O)C#CC1=C[C]=C(C=C1)C#CC(=O)[O-].[O-]C(=O)C=C(C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.219676,0.896773,2.006,4.59814,6.16248,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-]', '[O-]C(=O)C#CC1=C[C]=C(C=C1)C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])F']",3
hMOF-5018122,FOC(=O)c1c2[C]=C(F)C(=Cc2c(c2c1ccc(c2F)F)C(=O)[O-])F.FOC(=O)c1c2[C]=CC=C(c2c(c2c1ccc(c2F)F)C(=O)[O-])F.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5018122,0.367485,1.53685,2.52116,3.70635,4.23509,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)c1c2[C]=C(F)C(=Cc2c(c2c1ccc(c2F)F)C(=O)[O-])F', 'FOC(=O)c1c2[C]=CC=C(c2c(c2c1ccc(c2F)F)C(=O)[O-])F', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)F)F']",3
hMOF-6736,[O-]C(=O)C1=C[C]=C([C]=C1F)C1=[C]C=C(C(=[C]1)F)C(=O)[O-].[O-]C(=O)C=CC(=C(C(=O)[O-])F)F.[O-]C(=O)c1c(F)cc(cc1F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.260561,0.959031,2.1977,6.80306,10.9464,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C1=C[C]=C([C]=C1F)C1=[C]C=C(C(=[C]1)F)C(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F', '[O-]C(=O)c1c(F)cc(cc1F)c1c(F)c(F)c(c(c1F)F)C(=O)[O-]']",3
hMOF-5021043,CCc1cc(ccc1C(=O)[O-])[C]=C(c1ccc(c(c1)CC)C(=O)[O-])[CH2].[CH2]C.[O-]C(=O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5021043,0.555877,1.88187,3.43682,6.98753,9.57416,[Zn][O]([Zn])([Zn])[Zn],"['CCc1cc(ccc1C(=O)[O-])[C]=C(c1ccc(c(c1)CC)C(=O)[O-])[CH2]', '[CH2]C', '[O-]C(=O)C(=O)[O-]']",3
hMOF-13914,[O-]C(=O)c1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)c(Cl)cc4c(c(c3)C(=O)[O-])Cl.[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)cc(c4cc(c3)C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0,0.584436,1.65396,2.15346,3.1128,4.14516,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)c(Cl)cc4c(c(c3)C(=O)[O-])Cl', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)cc(c4cc(c3)C(=O)[O-])Cl']",3
hMOF-5015421,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Cl)Cl)Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5015421,1.87709,2.88429,3.07421,3.69083,4.05243,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Cl)Cl)Cl']",3
hMOF-5014669,[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br.[O-]C(=O)[C]=CC(=CC(=O)[O-])Br.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5014669,1.23707,1.95494,2.09488,2.60407,2.90592,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br', '[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br', '[O-]C(=O)[C]=CC(=CC(=O)[O-])Br']",3
hMOF-13306,[O-]C(=O)C(=C(c1ccccc1)C(=O)[O-])c1ccccc1.[O-]C(=O)C(=CC(=O)[O-])c1ccccc1.[O-]C(=O)c1ccc(c2c1ccc1c2cc(cc1)C(=O)[O-])c1ccccc1.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql.cat0,0.334653,1.44845,2.25355,4.61323,7.02363,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C(=C(c1ccccc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)C(=CC(=O)[O-])c1ccccc1', '[O-]C(=O)c1ccc(c2c1ccc1c2cc(cc1)C(=O)[O-])c1ccccc1']",3
hMOF-3880,Fc1cc(C(=O)[O-])c(cc1C#Cc1c(F)cc(c(c1F)F)C(=O)[O-])F.Fc1cc(ccc1N=Nc1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c(F)cc(cc1F)C#Cc1cc(F)c(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3,0.284508,1.26126,2.18734,4.82869,6.50607,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(C(=O)[O-])c(cc1C#Cc1c(F)cc(c(c1F)F)C(=O)[O-])F', 'Fc1cc(ccc1N=Nc1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1c(F)cc(cc1F)C#Cc1cc(F)c(c(c1F)F)C(=O)[O-]']",3
hMOF-5022533,Clc1cc(C(=O)[O-])c(cc1C=C(c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl.[O-]C(=O)C1=C(Cl)[C]=C(C=C1)C=[C]C1=CC(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C1=C(Cl)[C]=C(C=C1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5022533,1.12299,2.2783,2.93268,4.31704,5.13125,[Zn][O]([Zn])([Zn])[Zn],"['Clc1cc(C(=O)[O-])c(cc1C=C(c1ccc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl', '[O-]C(=O)C1=C(Cl)[C]=C(C=C1)C=[C]C1=CC(=C(C=[C]1)C(=O)[O-])Cl', '[O-]C(=O)C1=C(Cl)[C]=C(C=C1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-]']",3
hMOF-5010330,COc1c([O])c(C(=O)[O-])c(c2c1c(OC)c(cc2)C(=O)[O-])OC.COc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-].[CH]OC1C[C](C(=O)O)C(C([C]1C(=O)O)OC)(OC)OC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.630259,1.60872,2.0807,2.62941,3.2571,[Zn][O]([Zn])([Zn])[Zn],"['COc1c([O])c(C(=O)[O-])c(c2c1c(OC)c(cc2)C(=O)[O-])OC', 'COc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-]', '[CH]OC1C[C](C(=O)O)C(C([C]1C(=O)O)OC)(OC)OC']",3
hMOF-5015525,N#CC12C3C4C2(C2(C1C3(C42C#N)C(=O)[O-])C#N)C(=O)[O-].N#CC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5015525,0.452303,1.35223,2.16363,3.64828,4.69727,[Zn][O]([Zn])([Zn])[Zn],"['N#CC12C3C4C2(C2(C1C3(C42C#N)C(=O)[O-])C#N)C(=O)[O-]', 'N#CC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",3
