MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-5011308,Fc1c(cc(c(c1F)c1ccc(cc1F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-].Fc1cc(ccc1c1ccc(c(c1F)F)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)C#CC12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.399684,1.27172,2.06977,5.77328,10.7012,[Zn][O]([Zn])([Zn])[Zn],"['Fc1c(cc(c(c1F)c1ccc(cc1F)C(=O)[O-])F)c1ccc(c(c1)F)C(=O)[O-]', 'Fc1cc(ccc1c1ccc(c(c1F)F)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C#CC12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-]']",3
hMOF-12322,FOC(=O)c1c2=[C]C(=C(C(=c2c(c2c1cccc2F)C(=O)[O-])F)F)F.Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[O-]C(=O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,0.143757,1.25705,2.23431,5.09879,7.47747,[Zn][O]([Zn])([Zn])[Zn],"['FOC(=O)c1c2=[C]C(=C(C(=c2c(c2c1cccc2F)C(=O)[O-])F)F)F', 'Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', '[O-]C(=O)C(=O)[O-]']",3
hMOF-5017557,[O-]C(=O)C=C(C=C(C(=O)[O-])F)F.[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0;5017557,0.533106,1.3946,2.00227,3.11651,3.56583,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)C#CC12C3(F)C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F']",3
hMOF-5020938,CCC(=CC(=O)[O-])C=CC(=O)[O-].CCC1=C(C=Cc2ccc(c(c2)CC)C(=O)[O-])[C]=CC(=C1CC)C(=O)[O-].CCC1=C(CC)C(=C[C]=C1C=Cc1ccc(c(c1)CC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5020938,0.395178,1.21508,2.12681,5.02545,7.05847,[Zn][O]([Zn])([Zn])[Zn],"['CCC(=CC(=O)[O-])C=CC(=O)[O-]', 'CCC1=C(C=Cc2ccc(c(c2)CC)C(=O)[O-])[C]=CC(=C1CC)C(=O)[O-]', 'CCC1=C(CC)C(=C[C]=C1C=Cc1ccc(c(c1)CC)C(=O)[O-])C(=O)[O-]']",3
hMOF-5015263,[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])Br)Br.[O-]C(=O)c1cc2C(=[C]c3c4c2c(c1Br)cc(c4c(c(c3)C(=O)[O-])Br)Br)Br.[O-]C(=O)c1cc2C=[C]c3c4c2c(c1)ccc4cc(c3)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5015263,0.368214,1.24398,2.1797,4.35037,5.60409,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])Br)Br', '[O-]C(=O)c1cc2C(=[C]c3c4c2c(c1Br)cc(c4c(c(c3)C(=O)[O-])Br)Br)Br', '[O-]C(=O)c1cc2C=[C]c3c4c2c(c1)ccc4cc(c3)C(=O)[O-]']",3
hMOF-4793,Fc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(c(c1)F)C(=O)[O-])F)F.[O-]C(=O)C=C(C(=O)[O-])F.[O-]C(=O)c1cc(F)c(c(c1)F)c1ccc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.845534,2.53529,3.76258,5.30148,6.42387,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(c(c1)F)C(=O)[O-])F)F', '[O-]C(=O)C=C(C(=O)[O-])F', '[O-]C(=O)c1cc(F)c(c(c1)F)c1ccc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-]']",3
hMOF-14021,[O-]C(=O)c1cc(Cl)c(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1cc2c(Cl)cc3c4c2c(c1Cl)ccc4cc(c3Cl)C(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)c(Cl)cc4cc(c3Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.429006,1.58598,2.44861,4.91761,6.55612,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1cc(Cl)c(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)c1cc(Cl)c(cc1Cl)C(=O)[O-]', '[O-]C(=O)c1cc2c(Cl)cc3c4c2c(c1Cl)ccc4cc(c3Cl)C(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)c(Cl)cc4cc(c3Cl)C(=O)[O-]']",3
hMOF-5011053,[O-]C(=O)C12C(F)C(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)(F)F)(CC2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,3.10964,3.46623,3.46623,3.46623,3.46623,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C(F)C(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)(F)F)(CC2F)C(=O)[O-]']",3
hMOF-3254,[O-]C(=O)c1ccc(c(c1F)F)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3,0.472495,1.91149,2.64154,4.47656,5.60095,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1ccc(c(c1F)F)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1F)F)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)F)C(=O)[O-]']",3
hMOF-1507,CCCc1c(C#CC(=O)[O-])cc(c(c1CCC)C#CC(=O)[O-])CCC.CCCc1c(ccc(c1CCC)c1cc(CCC)c(c(c1)CCC)C(=O)[O-])C(=O)[O-].CCCc1c(ccc(c1CCC)c1cc(CCC)c(c(c1CCC)CCC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.316768,1.50863,2.66672,6.52835,9.28223,[Zn][O]([Zn])([Zn])[Zn],"['CCCc1c(C#CC(=O)[O-])cc(c(c1CCC)C#CC(=O)[O-])CCC', 'CCCc1c(ccc(c1CCC)c1cc(CCC)c(c(c1)CCC)C(=O)[O-])C(=O)[O-]', 'CCCc1c(ccc(c1CCC)c1cc(CCC)c(c(c1CCC)CCC)C(=O)[O-])C(=O)[O-]']",3
hMOF-4718,ClC(=C(C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,1.21912,2.09129,2.49014,3.05751,3.50317,[Zn][O]([Zn])([Zn])[Zn],"['ClC(=C(C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-5012387,[O-]C(=O)c1c(F)c(F)c2c(c1F)cc(c(c2F)C(=O)[O-])F.[O-]C(=O)c1cc2cc(F)c(c(c2cc1F)F)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.976518,2.7748,3.68587,7.17592,8.96612,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1c(F)c(F)c2c(c1F)cc(c(c2F)C(=O)[O-])F', '[O-]C(=O)c1cc2cc(F)c(c(c2cc1F)F)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2F)C(=O)[O-]']",3
hMOF-5028657,[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-])F.[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1c(c2F)F)cc(cc3)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)cc(cc3)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5028657,0.443504,1.34751,2.24827,5.39536,8.30896,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1ccc(cc1F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-])F', '[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1c(c2F)F)cc(cc3)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)cc(cc3)C(=O)[O-]']",3
hMOF-5014286,Clc1cc(ccc1C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-].[O-]C(=O)C12C3C4C1(Cl)C1(C2(C3(C41C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])Cl)Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5014286,0.494862,1.31759,2.18282,3.95768,5.40645,[Zn][O]([Zn])([Zn])[Zn],"['Clc1cc(ccc1C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12C3C4C1(Cl)C1(C2(C3(C41C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])Cl)Cl']",3
hMOF-5010267,[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c2c(c1)c(F)c(c(c2)C(=O)[O-])F.[O-]C(=O)c1cc(F)c2c(c1)c(F)cc(c2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,1.31142,2.24491,3.05911,4.31524,5.53357,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)c1cc(F)c2c(c1)c(F)c(c(c2)C(=O)[O-])F', '[O-]C(=O)c1cc(F)c2c(c1)c(F)cc(c2F)C(=O)[O-]']",3
hMOF-5020539,FC1=C(C=CC2=C(F)C(=C(C=[C]2)C(=O)[O-])F)[C]=C(C(=C1)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)C=C(c1ccc(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1F)N=Nc1ccc(c(c1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5020539,0.737688,1.95223,2.93246,5.09815,6.53273,[Zn][O]([Zn])([Zn])[Zn],"['FC1=C(C=CC2=C(F)C(=C(C=[C]2)C(=O)[O-])F)[C]=C(C(=C1)C(=O)[O-])F', '[O-]C(=O)c1ccc(cc1F)C=C(c1ccc(c(c1F)F)C(=O)[O-])F', '[O-]C(=O)c1ccc(cc1F)N=Nc1ccc(c(c1F)F)C(=O)[O-]']",3
hMOF-5017439,FC(=C(C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=C(C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5017439,0.361461,2.11236,3.51301,5.94492,7.08884,[Zn][O]([Zn])([Zn])[Zn],"['FC(=C(C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])F']",3
hMOF-5005846,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.752289,1.92357,2.22731,3.25521,3.83856,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]']",3
hMOF-5027903,O=C1N(c2ccc(cc2F)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1F)C(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])F)F.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5027903,0.509671,1.623,2.49295,4.56536,6.24637,[Zn][O]([Zn])([Zn])[Zn],"['O=C1N(c2ccc(cc2F)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1F)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)C=CC=CC(=O)[O-]']",3
hMOF-5022155,[O-]C(=O)C#CC12C(Cl)CC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C#CC12C[CH]C(C([CH]1)(Cl)Cl)(C(C2Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C1=C[C]=C([C]=C1)C=CC1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5022155,0.264562,1.17881,2.03364,4.31258,6.29334,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12C(Cl)CC(C(C1Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C[CH]C(C([CH]1)(Cl)Cl)(C(C2Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C1=C[C]=C([C]=C1)C=CC1=[C]C(=C(C=[C]1)C(=O)[O-])Cl']",3
hMOF-5002025,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1cc(F)c2c(c1F)ccc(c2F)C(=O)[O-].[O-]C(=O)c1cc2cc(F)c(c(c2cc1F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.228647,1.42255,2.09908,6.41502,10.0263,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(F)c2c(c1F)ccc(c2F)C(=O)[O-]', '[O-]C(=O)c1cc2cc(F)c(c(c2cc1F)F)C(=O)[O-]']",3
hMOF-5018355,CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1cc2c(CC)c(C(=O)[O-])c(c3c2c2c1cc(cc2c(c3)CC)C(=O)[O-])CC.CCc1cc2c(CC)c(cc3c2c2c1cc(cc2c(c3CC)CC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5018355,0.227098,1.07039,2.0565,6.54119,10.5705,[Zn][O]([Zn])([Zn])[Zn],"['CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCc1cc2c(CC)c(C(=O)[O-])c(c3c2c2c1cc(cc2c(c3)CC)C(=O)[O-])CC', 'CCc1cc2c(CC)c(cc3c2c2c1cc(cc2c(c3CC)CC)C(=O)[O-])C(=O)[O-]']",3
hMOF-6628,[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=C(C=C(C(=O)[O-])F)F.[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.607394,2.18644,3.07501,4.35518,5.40426,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C=C(C=C(C(=O)[O-])F)F', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]']",3
hMOF-5021945,ClC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C1=C(Cl)C=C([C]=C1Cl)[C]=[C]C1=C(Cl)C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=CC=C([C]=C1)C=[C]c1ccc(cc1Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5021945,0.322772,1.4806,2.21679,4.84364,7.69676,[Zn][O]([Zn])([Zn])[Zn],"['ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C1=C(Cl)C=C([C]=C1Cl)[C]=[C]C1=C(Cl)C(=C(C(=[C]1)Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=CC=C([C]=C1)C=[C]c1ccc(cc1Cl)C(=O)[O-]']",3
hMOF-5013416,[O-]C(=O)C#CC12CCC(C(C1)Cl)(C(C2)(Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C12C(Cl)[C](Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C(=O)[O-].[O-]C(=O)C12CC(Cl)(Cl)C(CC1Cl)(C(C2Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5013416,1.39105,2.01185,2.31137,2.57689,2.67733,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12CCC(C(C1)Cl)(C(C2)(Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C12C(Cl)[C](Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C(=O)[O-]', '[O-]C(=O)C12CC(Cl)(Cl)C(CC1Cl)(C(C2Cl)Cl)C(=O)[O-]']",3
hMOF-5010438,CCCC1C(CCC)C2(C(=O)[O-])C(CC1(CC2CCC)C(=O)[O-])CCC.CCCc1cc(CCC)cc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-].CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,0.557648,1.8024,2.66726,5.69234,7.79743,[Zn][O]([Zn])([Zn])[Zn],"['CCCC1C(CCC)C2(C(=O)[O-])C(CC1(CC2CCC)C(=O)[O-])CCC', 'CCCc1cc(CCC)cc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-]', 'CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1']",3
hMOF-15697,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#CC(=O)[O-].ClOC(=O)c1ccc2c(-c3c(Cl)cc4=C[C]=C([C]=c4c3[C]=C2Cl)C(=O)[O-])c1.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0,0.826775,2.29487,2.82455,3.70186,4.29251,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', 'ClOC(=O)c1ccc2c(-c3c(Cl)cc4=C[C]=C([C]=c4c3[C]=C2Cl)C(=O)[O-])c1']",3
hMOF-5010038,[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,2.65796,4.17781,4.30011,4.7544,5.08648,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F', '[O-]C(=O)C=CC(=CC(=O)[O-])F']",3
hMOF-13761,ClC1=[C]c2c(C(=C1)C(=O)[O-])ccc1c2cc(cc1Cl)C(=O)[O-].ClOC(=O)c1c2[C]=Cc3c(-c2cc(c1Cl)Cl)cc(c(c3Cl)Cl)C(=O)[O-].[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc(c(c1cc2)C(=O)[O-])Cl)Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.354492,1.51872,2.27317,3.98059,5.07672,[Zn][O]([Zn])([Zn])[Zn],"['ClC1=[C]c2c(C(=C1)C(=O)[O-])ccc1c2cc(cc1Cl)C(=O)[O-]', 'ClOC(=O)c1c2[C]=Cc3c(-c2cc(c1Cl)Cl)cc(c(c3Cl)Cl)C(=O)[O-]', '[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc(c(c1cc2)C(=O)[O-])Cl)Cl']",3
hMOF-14191,[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)cc4c(c(c3Cl)C(=O)[O-])Cl.[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0,0.554342,1.71123,2.73955,3.79224,4.12622,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)cc4c(c(c3Cl)C(=O)[O-])Cl', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",3
hMOF-5013714,FC1=C([C]=CC(=C1)C(=O)[O-])C1=[C]C=C(C(=C1)F)C(=O)[O-].[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F.[O-]C(=O)c1ccc(c(c1)F)c1cc(F)c(cc1F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5013714,0.77481,2.07176,2.95521,6.98824,10.2367,[Zn][O]([Zn])([Zn])[Zn],"['FC1=C([C]=CC(=C1)C(=O)[O-])C1=[C]C=C(C(=C1)F)C(=O)[O-]', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F', '[O-]C(=O)c1ccc(c(c1)F)c1cc(F)c(cc1F)C(=O)[O-]']",3
hMOF-5005318,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)c(F)c(c4c(c(c3F)C(=O)[O-])F)F.[O-]C(=O)c1cc2ccc3c4c2c(c1F)cc(c4c(c(c3F)C(=O)[O-])F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2,0.356599,1.30867,2.04605,4.13365,5.87948,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)c(F)c(c4c(c(c3F)C(=O)[O-])F)F', '[O-]C(=O)c1cc2ccc3c4c2c(c1F)cc(c4c(c(c3F)C(=O)[O-])F)F']",3
hMOF-5030780,ClOC1=c2ccc3c4c2c(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OCl)ccc4c1c2c3c(Cl)cc3=C(OCl)N(C(=c(c23)cc1Cl)OCl)C1=[C]C=C(C=[C]1)C(=O)[O-].[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5030780,0.453025,1.71761,2.93148,6.25545,8.66078,[Zn][O]([Zn])([Zn])[Zn],"['ClOC1=c2ccc3c4c2c(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OCl)ccc4c1c2c3c(Cl)cc3=C(OCl)N(C(=c(c23)cc1Cl)OCl)C1=[C]C=C(C=[C]1)C(=O)[O-]', '[O-]C(=O)C#Cc1cc(Cl)c(cc1Cl)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-]']",3
hMOF-5006272,ClC(=CC#CC(=O)[O-])C#CC(=O)[O-].ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c(Cl)c(Cl)c(c2c1CC2(Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.462822,1.73047,2.18593,3.97396,4.69267,[Zn][O]([Zn])([Zn])[Zn],"['ClC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1c(Cl)c(Cl)c(c2c1CC2(Cl)Cl)C(=O)[O-]']",3
hMOF-11079,ClOC(=O)C=CC=CC(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)c1cc(Cl)c(c2c1C=C[C]=C2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.58416,1.68727,2.21132,3.53204,4.30818,[Zn][O]([Zn])([Zn])[Zn],"['ClOC(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)c1cc(Cl)c(c2c1C=C[C]=C2)C(=O)[O-]']",3
hMOF-13811,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.648232,1.66637,2.38877,5.31155,7.16998,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1F)ccc4cc(c3F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]']",3
