uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.876446992195795
1,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.87644699451416
2,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.87644699737376
3,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.87644701103881
4,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.87644701548741
5,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.876447021023594
6,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.876447029388544
7,COc1cncc(OC)c1-c1nnc(-c2ccncc2)nn1,COc1cncc(OC)c1.c1ccncc1,c1nncnn1,9,12,46.87644707046127
8,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2853957289904487
9,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2853957289904487
10,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2853957289904487
11,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898818911144945
12,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898818911144945
13,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898818911144945
14,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898857304956564
15,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898857304956564
16,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2898857304956564
17,CCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCC,4,9,3.2943636440201187
